valid_atom_loss,epoch,records,valid_accuracy,_timestamp,train_loss,valid_loss,_step,valid_noise_accuracy,valid_noise_loss,train_accuracy,_runtime,valid_atom_accuracy
,,101448.0,,1727153050.5610797,2.924906015396118,,57,,,0.08166666666666667,144.5298557281494,
,,102816.0,,1727153051.738393,2.9536914825439453,,58,,,0.07236842105263158,145.70716905593872,
,12.0,,,1727153052.1268828,2.9444270841881677,,59,,,0.07072829131652661,146.0956587791443,
,,105216.0,,1727153057.6900387,2.9359846115112305,,60,,,0.07833333333333334,151.6588146686554,
,,107616.0,,1727153059.441967,2.9195175170898438,,61,,,0.07208333333333333,153.41074299812317,
,,110016.0,,1727153061.1860406,2.93255877494812,,62,,,0.08041666666666666,155.15481662750244,
,,111384.0,,1727153062.3626962,2.9165775775909424,,63,,,0.06432748538011696,156.331472158432,
,13.0,,,1727153062.7446957,2.9273137598812413,,64,,,0.07492997198879552,156.71347165107727,
,,113784.0,,1727153068.5159132,2.945443868637085,,65,,,0.075,162.48468923568726,
,,116184.0,,1727153070.261687,2.9352660179138184,,66,,,0.07041666666666667,164.2304630279541,
,,118584.0,,1727153072.006266,2.9380877017974854,,67,,,0.07833333333333334,165.97504210472107,
,,119952.0,,1727153073.3093748,2.959973096847534,,68,,,0.07456140350877193,167.27815079689026,
,14.0,,,1727153073.6822786,2.9428521718631604,,69,,,0.07457983193277311,167.6510546207428,
,,122352.0,,1727153079.2484438,2.9338254928588867,,70,,,0.08,173.21721982955933,
,,124752.0,,1727153081.0000083,2.947413444519043,,71,,,0.075,174.9687843322754,
,,127152.0,,1727153082.7505927,2.9017252922058105,,72,,,0.07541666666666667,176.71936869621277,
,,128520.0,,1727153083.9283736,2.963238000869751,,73,,,0.06725146198830409,177.8971495628357,
,15.0,,,1727153084.331999,2.933336103663725,,74,,,0.07528011204481792,178.30077505111694,
,,130920.0,,1727153089.9259279,2.924882650375366,,75,,,0.07958333333333334,183.89470386505127,
,,133320.0,,1727153091.6753354,2.9117727279663086,,76,,,0.0775,185.6441113948822,
,,135720.0,,1727153093.4232702,2.8913233280181885,,77,,,0.0875,187.39204621315002,
,,137088.0,,1727153094.5983007,2.921459436416626,,78,,,0.08260233918128655,188.56707668304443,
,16.0,,,1727153094.9785764,2.9112634692205432,,79,,,0.08169934640522876,188.9473524093628,
,,139488.0,,1727153100.5452456,2.9337258338928223,,80,,,0.0725,194.51402163505554,
,,141888.0,,1727153102.2941346,2.912925958633423,,81,,,0.06791666666666667,196.26291060447693,
,,144288.0,,1727153104.0412636,2.905407428741455,,82,,,0.08791666666666667,198.0100395679474,
,,145656.0,,1727153105.2147968,2.926038980484009,,83,,,0.06505847953216375,199.18357276916504,
,17.0,,,1727153105.602626,2.918739899199884,,84,,,0.07434640522875817,199.5714020729065,
,,148056.0,,1727153111.1737823,2.876506805419922,,85,,,0.095,205.14255833625793,
,,150456.0,,1727153112.927282,2.916693925857544,,86,,,0.08041666666666666,206.89605808258057,
,,152856.0,,1727153114.6729083,2.902552604675293,,87,,,0.07666666666666666,208.64168429374695,
,,154224.0,,1727153115.850067,2.930873155593872,,88,,,0.07748538011695906,209.81884288787842,
,18.0,,,1727153116.234731,2.9037397856138,,89,,,0.08298319327731092,210.20350694656372,
,,156624.0,,1727153121.8112679,2.8806333541870117,,90,,,0.08625,215.78004384040833,
,,159024.0,,1727153123.5616505,2.9162299633026123,,91,,,0.08666666666666667,217.53042650222778,
,,161424.0,,1727153125.3040833,2.913694143295288,,92,,,0.06958333333333333,219.27285933494568,
,,162792.0,,1727153126.4813461,2.920896291732788,,93,,,0.09064327485380116,220.45012211799622,
,19.0,,,1727153126.8847466,2.906293654642185,,94,,,0.08239962651727357,220.8535225391388,
,,165192.0,,1727153132.4780352,2.8964457511901855,,95,,,0.08125,226.44681119918823,
,,167592.0,,1727153134.2244725,2.896571159362793,,96,,,0.08208333333333333,228.19324851036072,
,,169992.0,,1727153135.9657137,2.901620388031006,,97,,,0.08625,229.93448972702026,
,,171360.0,,1727153137.1431003,2.9018123149871826,,98,,,0.08406432748538012,231.11187624931335,
,20.0,,,1727153137.5120325,2.8987872039570526,,99,,,0.08333333333333333,231.48080849647522,
,,173760.0,,1727153143.0956626,2.890592336654663,,100,,,0.08125,237.06443858146667,
,,176160.0,,1727153144.8406694,2.8852334022521973,,101,,,0.08208333333333333,238.80944538116455,
,,178560.0,,1727153146.5876591,2.884276866912842,,102,,,0.08708333333333333,240.55643510818481,
,,179928.0,,1727153147.7632325,2.908392906188965,,103,,,0.07529239766081872,241.73200845718384,
,21.0,,,1727153148.1530724,2.8901643031785467,,104,,,0.08216619981325864,242.12184834480286,
,,182328.0,,1727153153.7602408,2.8836703300476074,,105,,,0.07375,247.72901678085327,
,,184728.0,,1727153155.5093894,2.8851168155670166,,106,,,0.09083333333333334,249.4781653881073,
,,187128.0,,1727153157.2563987,2.8775415420532227,,107,,,0.07875,251.22517466545105,
,,188496.0,,1727153158.4362352,2.8514881134033203,,108,,,0.07602339181286549,252.405011177063,
,22.0,,,1727153158.8287272,2.877220423615613,,109,,,0.08029878618113913,252.79750323295593,
,,190896.0,,1727153164.6308568,2.887998104095459,,110,,,0.08041666666666666,258.59963274002075,
,,193296.0,,1727153166.3798904,2.868525266647339,,111,,,0.08,260.34866642951965,
,,195696.0,,1727153168.1252522,2.885446786880493,,112,,,0.08541666666666667,262.0940282344818,
,,197064.0,,1727153169.29907,2.853760242462158,,113,,,0.08845029239766082,263.26784586906433,
,23.0,,,1727153169.6878228,2.8763623237609863,,114,,,0.08298319327731092,263.6565988063812,
,,199464.0,,1727153175.292069,2.8993377685546875,,115,,,0.08583333333333333,269.2608449459076,
,,201864.0,,1727153177.0426316,2.875605344772339,,116,,,0.08791666666666667,271.0114076137543,
,,204264.0,,1727153178.7904754,2.8493716716766357,,117,,,0.09041666666666667,272.7592513561249,
,,205632.0,,1727153179.9655087,2.8772659301757812,,118,,,0.08552631578947369,273.93428468704224,
,24.0,,,1727153180.3545034,2.875169850197159,,119,,,0.0876517273576097,274.32327938079834,
,,208032.0,,1727153185.9130514,2.86566162109375,,120,,,0.08833333333333333,279.88182735443115,
,,210432.0,,1727153187.6627562,2.8561086654663086,,121,,,0.09083333333333334,281.6315321922302,
,,212832.0,,1727153189.4086604,2.8610010147094727,,122,,,0.09,283.37743639945984,
,,214200.0,,1727153190.5849454,2.8428916931152344,,123,,,0.10380116959064327,284.5537214279175,
,25.0,,,1727153190.9622512,2.8580446964552424,,124,,,0.0919701213818861,284.931027173996,
,,216600.0,,1727153196.524307,2.8594210147857666,,125,,,0.09458333333333334,290.4930830001831,
,,219000.0,,1727153198.2761843,2.868652820587158,,126,,,0.09375,292.24496030807495,
,,221400.0,,1727153200.022703,2.843724250793457,,127,,,0.08791666666666667,293.9914789199829,
,,222768.0,,1727153201.1995661,2.8666329383850098,,128,,,0.0804093567251462,295.1683421134949,
,26.0,,,1727153201.5915663,2.8587615857271254,,129,,,0.09021942110177404,295.56034231185913,
,,225168.0,,1727153207.1594589,2.849904775619507,,130,,,0.09291666666666666,301.12823486328125,
,,227568.0,,1727153208.9110491,2.8641536235809326,,131,,,0.09791666666666667,302.87982511520386,
,,229968.0,,1727153210.66225,2.858309030532837,,132,,,0.08708333333333333,304.6310260295868,
,,231336.0,,1727153211.8410845,2.835502862930298,,133,,,0.097953216374269,305.80986046791077,
,27.0,,,1727153212.2216947,2.8539507175360073,,134,,,0.0934873949579832,306.1904706954956,
,,233736.0,,1727153217.8054547,2.8470070362091064,,135,,,0.10708333333333334,311.77423071861267,
,,236136.0,,1727153219.5561378,2.8497066497802734,,136,,,0.09208333333333334,313.5249137878418,
,,238536.0,,1727153221.305859,2.7972195148468018,,137,,,0.11125,315.2746350765228,
,,239904.0,,1727153222.4819448,2.879711389541626,,138,,,0.09283625730994152,316.45072078704834,
,28.0,,,1727153222.8641639,2.8390388495447922,,139,,,0.10177404295051354,316.83293986320496,
,,242304.0,,1727153228.4672878,2.8175976276397705,,140,,,0.10875,322.4360637664795,
,,244704.0,,1727153230.2162879,2.822707414627075,,141,,,0.08833333333333333,324.18506383895874,
,,247104.0,,1727153231.9680707,2.829195737838745,,142,,,0.10166666666666667,325.93684673309326,
,,248472.0,,1727153233.1439805,2.835153579711914,,143,,,0.08698830409356725,327.1127564907074,
,29.0,,,1727153233.536007,2.8250807620564093,,144,,,0.09757236227824463,327.50478291511536,
,,250872.0,,1727153239.1489563,2.818552255630493,,145,,,0.105,333.11773228645325,
,,253272.0,,1727153240.8995943,2.8094725608825684,,146,,,0.11,334.8683702945709,
,,255672.0,,1727153242.647351,2.8050734996795654,,147,,,0.09708333333333333,336.61612701416016,
,,257040.0,,1727153243.82267,2.8267698287963867,,148,,,0.09868421052631579,337.7914459705353,
,30.0,,,1727153244.2172441,2.8135454113743887,,149,,,0.10317460317460317,338.1860201358795,
,,250615.0,0.07932804479701354,1727153248.6813133,,2.856191396713257,150,,,,342.650089263916,
,30.0,,0.07932804479701354,1727153248.9593499,,2.856191396713257,151,,,,342.9281258583069,
2.86977219581604,,250872.0,,1727153254.060241,,,152,,,,348.02901697158813,0.09291666666666666
2.8626716136932373,,253272.0,,1727153255.2154875,,,153,,,,349.1842634677887,0.08416666666666667
2.860431671142578,,255672.0,,1727153256.4275968,,,154,,,,350.396372795105,0.08958333333333333
2.8701813220977783,,258072.0,,1727153257.5631986,,,155,,,,351.5319745540619,0.085
2.8669204711914062,,260472.0,,1727153258.713918,,,156,,,,352.68269395828247,0.08166666666666667
2.8634114265441895,,262872.0,,1727153259.979338,,,157,,,,353.94811391830444,0.09208333333333334
2.8660781383514404,,265272.0,,1727153261.1679451,,,158,,,,355.1367211341858,0.09291666666666666
2.8656930923461914,,267672.0,,1727153262.3092887,,,159,,,,356.2780647277832,0.08291666666666667
2.8660078048706055,,270072.0,,1727153263.4483936,,,160,,,,357.41716957092285,0.09291666666666666
2.863863945007324,,272472.0,,1727153264.5875955,,,161,,,,358.5563714504242,0.08708333333333333
2.862604856491089,,274872.0,,1727153265.7312765,,,162,,,,359.7000524997711,0.08708333333333333
2.8606436252593994,,277272.0,,1727153266.876055,,,163,,,,360.84483098983765,0.08708333333333333
2.8688437938690186,,279672.0,,1727153268.0142846,,,164,,,,361.9830605983734,0.07958333333333334
2.86303973197937,,282072.0,,1727153269.1627915,,,165,,,,363.13156747817993,0.08625
2.859318733215332,,284472.0,,1727153270.3009338,,,166,,,,364.26970982551575,0.09375
2.8680977821350098,,286872.0,,1727153271.5154822,,,167,,,,365.48425817489624,0.08333333333333333
2.871821403503418,,289272.0,,1727153272.7438323,,,168,,,,366.71260833740234,0.08083333333333333
2.8604044914245605,,291672.0,,1727153273.886685,,,169,,,,367.8554608821869,0.08291666666666667
2.8723554611206055,,294072.0,,1727153275.0274088,,,170,,,,368.9961848258972,0.08041666666666666
2.8608272075653076,,296472.0,,1727153276.1696885,,,171,,,,370.1384644508362,0.0975
2.870821475982666,,298872.0,,1727153277.3094547,,,172,,,,371.27823066711426,0.08125
2.855499029159546,,301272.0,,1727153278.4489424,,,173,,,,372.41771841049194,0.08541666666666667
2.869689702987671,,303672.0,,1727153279.5877464,,,174,,,,373.55652236938477,0.08458333333333333
2.859074592590332,,306072.0,,1727153280.7321572,,,175,,,,374.7009332180023,0.09041666666666667
2.8646867275238037,,308472.0,,1727153282.0258968,,,176,,,,375.99467277526855,0.08541666666666667
2.8639347553253174,,310872.0,,1727153283.1694937,,,177,,,,377.13826966285706,0.08208333333333333
2.865175485610962,,313272.0,,1727153284.3094814,,,178,,,,378.2782573699951,0.08708333333333333
2.8651654720306396,,315672.0,,1727153285.449312,,,179,,,,379.41808795928955,0.08666666666666667
2.8659021854400635,,318072.0,,1727153286.5898042,,,180,,,,380.558580160141,0.07958333333333334
2.861044406890869,,320472.0,,1727153287.7275467,,,181,,,,381.69632267951965,0.09
2.868204355239868,,322872.0,,1727153288.866176,,,182,,,,382.834951877594,0.08333333333333333
2.8665971755981445,,325272.0,,1727153290.0037444,,,183,,,,383.9725203514099,0.08333333333333333
2.8648130893707275,,327672.0,,1727153291.1457005,,,184,,,,385.11447644233704,0.09416666666666666
2.8682568073272705,,330072.0,,1727153292.2873664,,,185,,,,386.2561423778534,0.08666666666666667
2.866799831390381,,332472.0,,1727153293.4374306,,,186,,,,387.4062066078186,0.09041666666666667
2.8625922203063965,,334872.0,,1727153294.5862262,,,187,,,,388.5550022125244,0.085
2.865617513656616,,337272.0,,1727153295.7261436,,,188,,,,389.69491958618164,0.08125
2.8632311820983887,,339672.0,,1727153296.8710477,,,189,,,,390.83982372283936,0.0825
2.870192766189575,,342072.0,,1727153298.0118692,,,190,,,,391.98064517974854,0.08833333333333333
2.865891695022583,,344472.0,,1727153299.1518674,,,191,,,,393.1206433773041,0.08333333333333333
2.862342357635498,,346872.0,,1727153300.2977247,,,192,,,,394.26650071144104,0.09791666666666667
2.858426332473755,,349272.0,,1727153301.4357228,,,193,,,,395.4044988155365,0.09125
2.8659439086914062,,351672.0,,1727153302.5713031,,,194,,,,396.5400791168213,0.07666666666666666
2.8643698692321777,,354072.0,,1727153303.7080092,,,195,,,,397.6767852306366,0.08875
2.8656392097473145,,356472.0,,1727153304.8451571,,,196,,,,398.813933134079,0.08791666666666667
2.863799571990967,,358872.0,,1727153305.9806669,,,197,,,,399.94944286346436,0.08125
2.868574857711792,,361272.0,,1727153307.1163125,,,198,,,,401.0850884914398,0.09083333333333334
2.8669705390930176,,363672.0,,1727153308.2574801,,,199,,,,402.22625613212585,0.08583333333333333
2.868628978729248,,366072.0,,1727153309.398321,,,200,,,,403.36709690093994,0.08708333333333333
2.8690121173858643,,368472.0,,1727153310.5457208,,,201,,,,404.5144968032837,0.07958333333333334
2.8611955642700195,,370872.0,,1727153311.692739,,,202,,,,405.6615149974823,0.09375
2.8631842136383057,,373272.0,,1727153312.8345237,,,203,,,,406.80329966545105,0.08541666666666667
2.8640151023864746,,375672.0,,1727153313.9752433,,,204,,,,407.94401931762695,0.09958333333333333
2.865246295928955,,378072.0,,1727153315.117595,,,205,,,,409.0863709449768,0.07958333333333334
2.868382453918457,,380472.0,,1727153316.2614756,,,206,,,,410.23025155067444,0.09041666666666667
2.866840124130249,,382872.0,,1727153317.4013176,,,207,,,,411.37009358406067,0.08291666666666667
2.8633692264556885,,385272.0,,1727153318.541027,,,208,,,,412.5098030567169,0.09
2.865464925765991,,387672.0,,1727153319.6815333,,,209,,,,413.6503093242645,0.08166666666666667
2.8726508617401123,,390072.0,,1727153320.817941,,,210,,,,414.7867169380188,0.0725
2.860464572906494,,392472.0,,1727153321.9545524,,,211,,,,415.9233283996582,0.08875
2.866076707839966,,394872.0,,1727153323.0934343,,,212,,,,417.0622103214264,0.08666666666666667
2.868759870529175,,397272.0,,1727153324.2334855,,,213,,,,418.2022614479065,0.08291666666666667
2.8688597679138184,,399672.0,,1727153325.3733246,,,214,,,,419.3421006202698,0.08625
2.8640496730804443,,402072.0,,1727153326.5138624,,,215,,,,420.4826383590698,0.08791666666666667
2.868911027908325,,404472.0,,1727153327.6565266,,,216,,,,421.6253025531769,0.08333333333333333
2.8626089096069336,,406872.0,,1727153328.798035,,,217,,,,422.76681089401245,0.09375
2.8723206520080566,,409272.0,,1727153329.949767,,,218,,,,423.91854310035706,0.07958333333333334
2.857672929763794,,411672.0,,1727153331.0937002,,,219,,,,425.0624761581421,0.09875
2.866455078125,,414072.0,,1727153332.2444918,,,220,,,,426.21326780319214,0.08666666666666667
2.8622288703918457,,416472.0,,1727153333.3957534,,,221,,,,427.3645293712616,0.09083333333333334
2.865386724472046,,418872.0,,1727153334.533074,,,222,,,,428.50184988975525,0.08833333333333333
2.8649046421051025,,421272.0,,1727153335.6661403,,,223,,,,429.634916305542,0.09208333333333334
2.863481044769287,,423672.0,,1727153336.7994156,,,224,,,,430.768191576004,0.09541666666666666
2.8666012287139893,,426072.0,,1727153337.933179,,,225,,,,431.9019548892975,0.08333333333333333
2.861833095550537,,428472.0,,1727153339.0708158,,,226,,,,433.0395917892456,0.09333333333333334
2.8646371364593506,,430872.0,,1727153340.208169,,,227,,,,434.1769449710846,0.09291666666666666
2.868821382522583,,433272.0,,1727153341.3435948,,,228,,,,435.3123707771301,0.0775
2.865220308303833,,435672.0,,1727153342.4710443,,,229,,,,436.4398202896118,0.09333333333333334
2.864377737045288,,438072.0,,1727153343.6018167,,,230,,,,437.57059264183044,0.0775
2.8661491870880127,,440472.0,,1727153344.7359061,,,231,,,,438.7046821117401,0.08833333333333333
2.858527660369873,,442872.0,,1727153345.8793087,,,232,,,,439.84808468818665,0.09291666666666666
2.8612186908721924,,445272.0,,1727153347.0105128,,,233,,,,440.979288816452,0.08375
2.863468647003174,,447672.0,,1727153348.1445706,,,234,,,,442.1133465766907,0.08583333333333333
2.8735597133636475,,450072.0,,1727153349.2802172,,,235,,,,443.24899315834045,0.095
2.866964817047119,,452472.0,,1727153350.5353959,,,236,,,,444.5041718482971,0.08916666666666667
2.8652211273417754,30.0,,,1727153351.0844235,,,237,,,,445.0531995296478,0.08691666666666667
,,250872.0,,1727153356.133648,,,238,0.06541666666666666,3.6112382411956787,,450.1024239063263,
,,253272.0,,1727153357.3840766,,,239,0.057916666666666665,3.6030032634735107,,451.3528525829315,
,,255672.0,,1727153358.7132285,,,240,0.05708333333333333,3.6969776153564453,,452.6820044517517,
,,258072.0,,1727153359.9912243,,,241,0.06208333333333333,3.8361573219299316,,453.96000027656555,
,,260472.0,,1727153361.260537,,,242,0.06375,3.649592638015747,,455.2293128967285,
,,262872.0,,1727153362.5345294,,,243,0.06458333333333334,3.6673405170440674,,456.50330543518066,
,,265272.0,,1727153363.7962925,,,244,0.06208333333333333,3.6414859294891357,,457.7650685310364,
,,267672.0,,1727153365.055191,,,245,0.06666666666666667,3.5284485816955566,,459.0239670276642,
,,270072.0,,1727153366.2025278,,,246,0.0625,3.6948978900909424,,460.1713037490845,
,,272472.0,,1727153367.463343,,,247,0.059166666666666666,3.658085584640503,,461.4321188926697,
,,274872.0,,1727153368.6234884,,,248,0.059166666666666666,3.602881669998169,,462.5922644138336,
,,277272.0,,1727153369.8857422,,,249,0.06208333333333333,3.6683037281036377,,463.8545181751251,
,,279672.0,,1727153371.1454124,,,250,0.07625,3.5912108421325684,,465.1141884326935,
,,282072.0,,1727153372.412249,,,251,0.056666666666666664,3.625624179840088,,466.3810250759125,
,,284472.0,,1727153373.674312,,,252,0.07083333333333333,3.6256701946258545,,467.6430881023407,
,,286872.0,,1727153374.9314835,,,253,0.06916666666666667,3.671830654144287,,468.9002594947815,
,,289272.0,,1727153376.0710917,,,254,0.057916666666666665,3.6096253395080566,,470.0398676395416,
,,291672.0,,1727153377.2154496,,,255,0.060833333333333336,3.6788716316223145,,471.1842255592346,
,,294072.0,,1727153378.3574238,,,256,0.06458333333333334,3.6859114170074463,,472.32619976997375,
,,296472.0,,1727153379.4970593,,,257,0.06791666666666667,3.5732674598693848,,473.4658353328705,
,,298872.0,,1727153380.7490838,,,258,0.06916666666666667,3.631091356277466,,474.71785974502563,
,,301272.0,,1727153381.8899238,,,259,0.065,3.6383132934570312,,475.858699798584,
,,303672.0,,1727153383.1462755,,,260,0.05708333333333333,3.686683416366577,,477.11505150794983,
,,306072.0,,1727153384.3697586,,,261,0.06333333333333334,3.6388626098632812,,478.33853459358215,
,,308472.0,,1727153385.5883589,,,262,0.06333333333333334,3.5757954120635986,,479.5571348667145,
,,310872.0,,1727153386.733933,,,263,0.06791666666666667,3.5726146697998047,,480.70270895957947,
,,313272.0,,1727153387.9934409,,,264,0.06333333333333334,3.7144107818603516,,481.96221685409546,
,,315672.0,,1727153389.1316917,,,265,0.06041666666666667,3.689572811126709,,483.10046768188477,
,,318072.0,,1727153390.2604184,,,266,0.06333333333333334,3.548238515853882,,484.2291944026947,
,,320472.0,,1727153391.385317,,,267,0.06666666666666667,3.608225107192993,,485.3540930747986,
,,322872.0,,1727153392.6230845,,,268,0.05625,3.6091601848602295,,486.5918605327606,
,,325272.0,,1727153393.7586281,,,269,0.06583333333333333,3.657536506652832,,487.72740411758423,
,,327672.0,,1727153394.8890681,,,270,0.06375,3.618044137954712,,488.8578441143036,
,,330072.0,,1727153396.0167158,,,271,0.06041666666666667,3.618375539779663,,489.9854917526245,
,,332472.0,,1727153397.1473975,,,272,0.06583333333333333,3.624157667160034,,491.1161735057831,
,,334872.0,,1727153398.2768385,,,273,0.06416666666666666,3.6065514087677,,492.245614528656,
,,337272.0,,1727153399.403828,,,274,0.07166666666666667,3.5963797569274902,,493.37260389328003,
,,339672.0,,1727153400.531651,,,275,0.06375,3.6875298023223877,,494.50042700767517,
,,342072.0,,1727153401.666888,,,276,0.06166666666666667,3.5424251556396484,,495.63566398620605,
,,344472.0,,1727153402.7998793,,,277,0.056666666666666664,3.5879552364349365,,496.7686553001404,
,,346872.0,,1727153403.9313276,,,278,0.06541666666666666,3.683791160583496,,497.90010356903076,
,,349272.0,,1727153405.0643194,,,279,0.06166666666666667,3.6248836517333984,,499.03309535980225,
,,350472.0,,1727153405.824668,,,280,0.06666666666666667,3.6079952716827393,,499.79344391822815,
,30.0,,,1727153406.3625252,,,281,0.06345098039215687,3.6349416592541863,,500.3313012123108,
,,259440.0,,1727153412.0622385,2.82582426071167,,282,,,0.10791666666666666,506.03101444244385,
,,261840.0,,1727153413.8128784,2.818746566772461,,283,,,0.10833333333333334,507.78165435791016,
,,264240.0,,1727153415.55901,2.7775697708129883,,284,,,0.10625,509.52778601646423,
,,265608.0,,1727153416.739917,2.793957233428955,,285,,,0.10307017543859649,510.70869302749634,
,31.0,,,1727153417.1117299,2.805237036793172,,286,,,0.10679271708683473,511.0805058479309,
,,268008.0,,1727153422.6779685,2.82049822807312,,287,,,0.1,516.6467444896698,
,,270408.0,,1727153424.4277694,2.813537359237671,,288,,,0.12041666666666667,518.3965454101562,
,,272808.0,,1727153426.1733248,2.7902121543884277,,289,,,0.11541666666666667,520.1421008110046,
,,274176.0,,1727153427.34928,2.82637882232666,,290,,,0.11330409356725146,521.3180561065674,
,32.0,,,1727153427.7253878,2.8110038292508164,,291,,,0.11216153127917834,521.6941637992859,
,,276576.0,,1727153433.3166986,2.804671049118042,,292,,,0.11333333333333333,527.2854745388031,
